wallet_index,true_label,predicted_label,fraud_probability,risk_score,risk_level,recommended_action,top_shap_drivers,top_lime_drivers,counterfactual_recommendation
220898,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220917,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208101,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208124,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220834,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220819,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235797,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235821,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203134,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235767,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235763,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235761,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
195726,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220806,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220803,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197695,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197694,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220788,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220815,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224057,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224040,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224009,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224007,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224028,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
223974,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
223969,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233461,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208116,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208138,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220798,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208128,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208155,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208154,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208150,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208149,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220776,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220740,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235859,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235842,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224102,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224095,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233455,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233420,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233389,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233387,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224089,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224082,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224036,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235851,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235811,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235837,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235798,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220695,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220691,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235914,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235906,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235901,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235896,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235918,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
200302,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235880,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220640,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220668,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220663,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220660,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197683,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208191,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208189,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233366,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233365,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203956,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233375,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
196058,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
196053,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224166,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207083,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199657,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199652,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208145,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208144,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220618,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220615,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220639,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220603,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235936,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224176,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224204,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197250,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197249,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224186,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224185,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224184,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207043,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224172,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235928,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235925,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235923,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203116,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220584,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220577,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220570,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220569,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220568,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220562,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220560,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220558,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220516,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220536,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208209,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220527,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220520,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
195672,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233307,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233325,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
196065,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
196092,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
196091,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224216,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224210,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224236,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207030,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207051,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224200,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224192,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
235956,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203074,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203066,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220468,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220467,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220427,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220426,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224295,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224279,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207011,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207009,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
207005,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224233,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224224,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233350,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233341,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236034,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236032,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236058,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203081,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236006,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208243,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220388,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197717,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233267,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
196072,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203977,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233269,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197263,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224289,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
206994,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197239,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197238,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224299,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220352,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236085,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203040,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203071,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236073,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220341,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220350,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220333,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220298,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220318,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220281,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220279,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220275,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208283,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208303,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208301,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236166,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224397,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224394,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224362,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224382,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224380,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
206964,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224336,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233290,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233289,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236161,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236148,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236144,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203035,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236100,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236125,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220248,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220241,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208317,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220226,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220194,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220221,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236194,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236223,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236220,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236213,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203016,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220218,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220209,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197746,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197745,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
197775,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208331,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220166,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220165,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220162,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233216,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233241,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233228,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224388,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224376,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
206989,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220157,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220159,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220121,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220118,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220117,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220101,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236303,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236299,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236271,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236263,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236262,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203020,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
195659,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236249,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236254,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220098,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220082,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220067,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208338,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220056,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220053,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220061,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224448,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233169,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233168,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233164,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
204005,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233157,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233104,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233122,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224435,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224441,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233254,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220022,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220029,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208352,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199450,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
199444,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
208341,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
220014,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236294,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236319,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224556,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224514,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233108,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233119,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233117,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
204045,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
204039,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233075,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233059,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224501,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224498,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224496,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
206927,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
236312,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203007,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
203001,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219968,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219996,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219939,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
219964,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233048,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233045,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233031,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
233029,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
232996,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
224561,0,0,0.005,0.5,Low,No immediate action required,transacted_w_address_total; first_sent_block; fees_min,,
